Unnamed: 0,id,tipo,titulo,calle,barrio,distrito,ciudad,area,precio,precio_por_metro,caracteristicas,habitaciones,baños,referencia,anunciante,nombre_anunciante,ultima_actualizacion,tlf,url
0,105791782,Alquiler,"Piso en avenida Juan Carlos I, 92","Avenida Juan Carlos I, 92",Zona Juan Carlos I,Norte,Murcia,"
Murcia, Murcia
",1.600€/mes,"15,84 €/m²","['101 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,105791782,Particular,Cristina,Anuncio actualizado el 23 de agosto,0,https://www.idealista.com/inmueble/105791782/
1,105544224,Alquiler,"Piso en luis fontes pagan, 11","luis fontes pagan, 11",Vistabella,Centro,Murcia,"
Murcia, Murcia
",800€/mes,"8,00 €/m²","['100 m² construidos, 90 m² útiles', '3 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Orientación sur', 'Amueblado y cocina equipada', 'Calefacción central: Gas', 'Planta 1ª exterior', 'Sin ascensor']",3 habitaciones,1 baño,105544224,Particular,Antonio Garrido,Anuncio actualizado el 23 de agosto,34628938745,https://www.idealista.com/inmueble/105544224/
2,105795869,Alquiler,"Ático en calle Mayor, 97","Calle Mayor, 97",La Alberca,Pedanías Este,Murcia,"
Murcia, Murcia
",625€/mes,"7,81 €/m²","['80 m² construidos, 70 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Orientación norte', 'Amueblado y cocina equipada', 'Planta 4ª exterior', 'Sin ascensor']",3 habitaciones,2 baños,105795869,,María,Anuncio actualizado el 23 de agosto,0,https://www.idealista.com/inmueble/105795869/
3,31330943,Alquiler,Ático en La Purísima-Barriomar,Barrio La Purísima-Barriomar,Distrito Sur,Murcia,"Área de Murcia, Murcia",,550€/mes,"9,17 €/m²","['60 m² construidos, 50 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 2009', 'Amueblado y cocina equipada', 'Calefacción individual: Bomba de frío/calor', 'Planta 4ª exterior', 'Con ascensor']",1 habitación,1 baño,ALMERIA 209 4 H,Profesional,JUAN ANTONIO ALARCON,Anuncio actualizado el 23 de agosto,34868350603,https://www.idealista.com/inmueble/31330943/
4,105795813,Alquiler,Piso en calle Hilanderas,Calle Hilanderas,San Antón,Centro,Murcia,"
Murcia, Murcia
",650€/mes,"7,22 €/m²","['90 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,2 baños,105795813,Profesional,Asesoras Patrimoniales del Mediterráneo,Anuncio actualizado el 23 de agosto,34868355928,https://www.idealista.com/inmueble/105795813/
5,104915234,Alquiler,"Piso en calle Historiador Juan Torres Fontes, 2","Calle Historiador Juan Torres Fontes, 2",Infante Juan Manuel,Sur,Murcia,"
Murcia, Murcia
",700€/mes,"10,00 €/m²","['70 m² construidos', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte', 'Construido en 2005', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']",2 habitaciones,1 baño,104915234,Particular,pedromiguel,Anuncio actualizado el 20 de agosto,34619131415,https://www.idealista.com/inmueble/104915234/
6,103056344,Alquiler,Piso en calle san luis gongaza s/n,Calle san luis gongaza s/n,San Andrés-San Antolín,Centro,Murcia,"
Murcia, Murcia
",800€/mes,"6,67 €/m²","['120 m² construidos', '3 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Orientación sur', 'Amueblado y cocina equipada', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,1 baño,MUR-080,Profesional,ALQUILOFACIL GESTIONES,Anuncio actualizado el 22 de agosto,34868355778,https://www.idealista.com/inmueble/103056344/
7,105793868,Alquiler,Piso en calle Mayor,Calle Mayor,Espinardo,Pedanías Norte,Murcia,"
Murcia, Murcia
",1.000€/mes,"8,33 €/m²","['120 m² construidos', '4 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 1980', 'Amueblado y cocina equipada', 'Calefacción individual: Eléctrica', 'Planta 1ª exterior', 'Con ascensor']",4 habitaciones,2 baños,3978-4058,Profesional,Caballero Inmobiliaria,Anuncio actualizado el 23 de agosto,34868350708,https://www.idealista.com/inmueble/105793868/
8,105793746,Alquiler,Piso en paseo de Garay,Paseo de Garay,San Juan,Centro,Murcia,"
Murcia, Murcia
",1.000€/mes,"11,11 €/m²","['90 m² construidos', '4 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",4 habitaciones,1 baño,54811,Profesional,The Simple Rent,Anuncio actualizado el 23 de agosto,34868350665,https://www.idealista.com/inmueble/105793746/
9,105793466,Alquiler,Piso en calle Almohajar,Calle Almohajar,El Carmen,Sur,Murcia,"
Murcia, Murcia
",850€/mes,"6,80 €/m²","['125 m² construidos', '3 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Orientación norte, sur', 'Amueblado y cocina equipada', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,1 baño,105793466,Profesional,Asesoras Patrimoniales del Mediterráneo,Anuncio actualizado el 22 de agosto,34868355928,https://www.idealista.com/inmueble/105793466/
10,82089889,Alquiler,Piso en calle Rosario,Calle Rosario,La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",700€/mes,"9,33 €/m²","['75 m² construidos, 70 m² útiles', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 1ª exterior', 'Con ascensor']",2 habitaciones,1 baño,47060,Profesional,The Simple Rent,Anuncio actualizado el 22 de agosto,34868350665,https://www.idealista.com/inmueble/82089889/
11,97994105,Alquiler,Piso en calle Ceuta,Calle Ceuta,La Fama,Centro,Murcia,"
Murcia, Murcia
",820€/mes,"6,31 €/m²","['130 m² construidos, 125 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 3ª exterior', 'Con ascensor']",4 habitaciones,2 baños,37797,Profesional,The Simple Rent,Anuncio actualizado el 22 de agosto,34868350665,https://www.idealista.com/inmueble/97994105/
12,25685030,Alquiler,Piso en avenida Juan Pablo II,Avenida Juan Pablo II,Zona Juan Carlos I,Norte,Murcia,"
Murcia, Murcia
",850€/mes,"13,08 €/m²","['65 m² construidos, 60 m² útiles', '2 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",2 habitaciones,2 baños,38682,Profesional,The Simple Rent,Anuncio actualizado el 22 de agosto,34868350665,https://www.idealista.com/inmueble/25685030/
13,105130097,Alquiler,Piso en Gran Vía del Escultor Francisco Salzillo,Gran Vía del Escultor Francisco Salzillo,San Miguel,Centro,Murcia,"
Murcia, Murcia
",1.600€/mes,"16,84 €/m²","['95 m² construidos, 90 m² útiles', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Cocina equipada y casa sin amueblar', 'Planta 5ª exterior', 'Con ascensor']",2 habitaciones,2 baños,57497,Profesional,The Simple Rent,Anuncio actualizado el 23 de agosto,34868350665,https://www.idealista.com/inmueble/105130097/
14,105791511,Alquiler,Piso en puerta Nueva,Puerta Nueva,La Fama,Centro,Murcia,"
Murcia, Murcia
",800€/mes,"9,41 €/m²","['85 m² construidos', '3 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, oeste', 'Cocina equipada y casa sin amueblar', 'Calefacción individual: Eléctrica', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,1 baño,105791511,Profesional,Ático55 Inmobiliaria,Anuncio actualizado el 22 de agosto,34868355610,https://www.idealista.com/inmueble/105791511/
15,105791388,Alquiler,"Casa o chalet independiente en senda de Granada, 156","Senda de Granada, 156",Cabezo de Torres,Pedanías Norte,Murcia,"
Murcia, Murcia
",1.150€/mes,"8,33 €/m²","['Casa o chalet independiente', '138 m² construidos', '4 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Amueblado y cocina equipada', 'Calefacción individual']",138 m² construidos,4 habitaciones,105791388,Particular,Joaquin,Anuncio actualizado el 22 de agosto,34630270468,https://www.idealista.com/inmueble/105791388/
16,105791406,Alquiler,Piso en Vista Alegre,Barrio Vista Alegre,Distrito Norte,Murcia,"Área de Murcia, Murcia",,1.100€/mes,"9,17 €/m²","['120 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Cocina sin equipar y casa sin amueblar', 'Calefacción individual: Eléctrica', 'Planta 3ª exterior', 'Sin ascensor']",4 habitaciones,2 baños,RP3152024129641,Profesional,REDPISO MURCIA VISTALEGRE REDPISO VISTALEGRE,Anuncio actualizado el 22 de agosto,34868355402,https://www.idealista.com/inmueble/105791406/
17,105790630,Alquiler,Piso en calle Torre de la Marquesa,Calle Torre de la Marquesa,Santa María de Gracia,Norte,Murcia,"
Murcia, Murcia
",1.100€/mes,"11,46 €/m²","['96 m² construidos, 76 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Cocina equipada y casa sin amueblar', 'Planta 5ª exterior', 'Con ascensor']",3 habitaciones,2 baños,RP2542024129607,Profesional,REDPISO MURCIA SAN ANTON,Anuncio actualizado el 22 de agosto,34868355696,https://www.idealista.com/inmueble/105790630/
18,104145399,Alquiler,Dúplex en Felix Rodriguez,FELIX RODRIGUEZ,La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",700€/mes,"7,69 €/m²","['91 m² construidos, 90 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Cocina sin equipar y casa sin amueblar', 'No dispone de calefacción', 'Bajo exterior', 'Sin ascensor']",3 habitaciones,2 baños,ALQUILER-057,Profesional,Puerto Soluciones,Anuncio actualizado el 22 de agosto,34868355335,https://www.idealista.com/inmueble/104145399/
19,105735490,Alquiler,"Piso en calle Compositor Mario Medina, 18","Calle Compositor Mario Medina, 18",El Ranero-San Basilio,Norte,Murcia,"
Murcia, Murcia
",1.200€/mes,"7,74 €/m²","['155 m² construidos, 130 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Calefacción individual: Gas natural', 'Planta 5ª exterior', 'Con ascensor']",4 habitaciones,2 baños,105735490,Particular,Alicia,Anuncio actualizado el 22 de agosto,34686587776,https://www.idealista.com/inmueble/105735490/
20,105789250,Alquiler,Estudio en calle de San Antonio de Javalí Viejo,Calle de San Antonio de Javalí Viejo,Javalí Viejo,Pedanías Oeste,Murcia,"
Murcia, Murcia
",500€/mes,"20,83 €/m²","['24 m² construidos, 23 m² útiles', 'Sin habitación', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'Calefacción individual', 'Bajo interior', 'Sin ascensor']",Sin habitación,1 baño,EST-SANAN3,Profesional,Puerto Soluciones,Anuncio actualizado el 22 de agosto,34868355335,https://www.idealista.com/inmueble/105789250/
21,105771900,Alquiler,"Ático en calle Fundador Maciascoque, 3","Calle Fundador Maciascoque, 3",Guadalupe,Pedanías Oeste,Murcia,"
Murcia, Murcia
",750€/mes,"8,33 €/m²","['90 m² construidos, 70 m² útiles', '3 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,1 baño,105771900,Particular,Paqui,Anuncio actualizado el 23 de agosto,34637742924,https://www.idealista.com/inmueble/105771900/
22,105770912,Alquiler,"Piso en calle Fundador Maciascoque, 3","Calle Fundador Maciascoque, 3",Guadalupe,Pedanías Oeste,Murcia,"
Murcia, Murcia
",750€/mes,"8,33 €/m²","['90 m² construidos, 75 m² útiles', '3 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Amueblado y cocina equipada', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,1 baño,105770912,Particular,Paqui,Anuncio actualizado el 23 de agosto,34637742924,https://www.idealista.com/inmueble/105770912/
23,105788652,Alquiler,"Piso en calle Atlántico, 130","Calle Atlántico, 130",Urb. Hacienda Riquelme Golf,Barrio Sucina,Distrito Campo de Murcia,"
Murcia
",1.450€/mes,"15,26 €/m²","['95 m² construidos, 90 m² útiles', '2 habitaciones', '1 baño', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",2 habitaciones,1 baño,105788652,Particular,Miguel,Anuncio actualizado el 23 de agosto,34622237233,https://www.idealista.com/inmueble/105788652/
24,105788245,Alquiler,Piso en paseo de Florencia s/n,Paseo de Florencia s/n,Ronda Sur,Sur,Murcia,"
Murcia, Murcia
",550€/mes,"7,86 €/m²","['70 m² construidos', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Cocina sin equipar y casa sin amueblar', 'Planta 1ª exterior', 'Con ascensor']",1 habitación,1 baño,1323-24-ALQUILER,Profesional,inmopolt,Anuncio actualizado el 22 de agosto,34868350290,https://www.idealista.com/inmueble/105788245/
25,105787537,Alquiler,"Piso en calle Maestro Ibarra, 9","Calle Maestro Ibarra, 9",Ronda Sur,Sur,Murcia,"
Murcia, Murcia
",700€/mes,"7,78 €/m²","['90 m² construidos, 70 m² útiles', '2 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Amueblado y cocina equipada', 'Planta 5ª exterior', 'Con ascensor']",2 habitaciones,2 baños,105787537,Particular,David,Anuncio actualizado el 23 de agosto,34630285012,https://www.idealista.com/inmueble/105787537/
26,105788025,Alquiler,Piso en calle Olivo,Calle Olivo,La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",700€/mes,"7,00 €/m²","['100 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Bajo exterior', 'Con ascensor']",3 habitaciones,2 baños,105788025,Profesional,Asesoras Patrimoniales del Mediterráneo,Anuncio actualizado el 22 de agosto,34868355928,https://www.idealista.com/inmueble/105788025/
27,105787823,Alquiler,"Piso en calle Desembojo, 16","Calle Desembojo, 16",San Antón,Centro,Murcia,"
Murcia, Murcia
",1.000€/mes,"8,70 €/m²","['115 m² construidos, 110 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Cocina sin equipar y casa sin amueblar', 'Planta 5ª exterior', 'Con ascensor']",4 habitaciones,2 baños,Desembojo,Profesional,Marta Pujante,Anuncio actualizado el 22 de agosto,34868350423,https://www.idealista.com/inmueble/105787823/
28,105786827,Alquiler,"Piso en avenida General Primo de Rivera, 4","Avenida General Primo de Rivera, 4",Santa María de Gracia,Norte,Murcia,"
Murcia, Murcia
",1.000€/mes,"9,09 €/m²","['110 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'Calefacción individual', 'Planta 7ª exterior', 'Con ascensor']",3 habitaciones,1 baño,105786827,Profesional,Centronova,Anuncio actualizado el 22 de agosto,34868350101,https://www.idealista.com/inmueble/105786827/
29,105786039,Alquiler,"Piso en calle Nuestra Señora del Paso, 57 b","Calle Nuestra Señora del Paso, 57 b",La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",650€/mes,"7,22 €/m²","['90 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2002', 'Amueblado y cocina equipada', 'Calefacción individual: Eléctrica', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,2 baños,105786039,Profesional,Hogarmur,Anuncio actualizado el 21 de agosto,34868350825,https://www.idealista.com/inmueble/105786039/
30,105785698,Alquiler,Piso en El Carmen,Barrio El Carmen,Distrito Sur,Murcia,"Área de Murcia, Murcia",,850€/mes,"7,87 €/m²","['108 m² construidos, 84 m² útiles', '3 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este, oeste', 'Construido en 1975', 'Amueblado y cocina equipada', 'Calefacción individual', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,2 baños,41584,Profesional,ALQUILOTUCASA MURCIA1,Anuncio actualizado el 21 de agosto,34868350971,https://www.idealista.com/inmueble/105785698/
31,105785504,Alquiler,Piso en calle Obispo Frutos,Calle Obispo Frutos,Santa Eulalia,Centro,Murcia,"
Murcia, Murcia
",600€/mes,"10,00 €/m²","['60 m² construidos, 55 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Sin ascensor']",2 habitaciones,1 baño,57696,Profesional,The Simple Rent,Anuncio actualizado el 21 de agosto,34868350665,https://www.idealista.com/inmueble/105785504/
32,105784963,Alquiler,Piso en calle Calderón de la Barca,Calle Calderón de la Barca,Santa Catalina-San Bartolomé,Centro,Murcia,"
Murcia, Murcia
",700€/mes,"12,73 €/m²","['55 m² construidos, 50 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",1 habitación,1 baño,26974,Profesional,The Simple Rent,Anuncio actualizado el 21 de agosto,34868350665,https://www.idealista.com/inmueble/105784963/
33,105783896,Alquiler,Piso en calle Arquitecto Emilio Perez Piñero,Calle Arquitecto Emilio Perez Piñero,Vista Alegre,Norte,Murcia,"
Murcia, Murcia
",900€/mes,"9,00 €/m²","['100 m² construidos', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Amueblado y cocina equipada', 'Calefacción individual: Eléctrica', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,2 baños,MU 2108 CIRCULAR,Profesional,Calblanque Real Estate,Anuncio actualizado el 21 de agosto,34868350561,https://www.idealista.com/inmueble/105783896/
34,33746048,Alquiler,"Piso en ronda norte, 23","Ronda norte, 23",San Antón,Centro,Murcia,"
Murcia, Murcia
",960€/mes,"8,73 €/m²","['110 m² construidos, 90 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 8ª exterior', 'Con ascensor']",4 habitaciones,2 baños,33746048,Particular,José Egea,Anuncio actualizado el 23 de agosto,34618738073,https://www.idealista.com/inmueble/33746048/
35,105781884,Alquiler,Chalet adosado en Casillas,Barrio Casillas,Distrito Pedanías Este,Murcia,"Área de Murcia, Murcia",,495€/mes,"2,72 €/m²","['Chalet adosado', '1 planta', '182 m² construidos, 150 m² útiles', '6 habitaciones', '2 baños', 'Parcela de 182 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, este, oeste', 'Construido en 1998', 'Amueblado y cocina equipada', 'Calefacción central']",1 planta,"182 m² construidos, 150 m² útiles",COMOPCIONACOMPRA,Profesional,Llavete Gestión Patrimonial,Anuncio actualizado el 23 de agosto,34868350635,https://www.idealista.com/inmueble/105781884/
36,25676293,Alquiler,"Piso en calle San Antón, 24","Calle San Antón, 24",San Antón,Centro,Murcia,"
Murcia, Murcia
",1.100€/mes,"9,17 €/m²","['120 m² construidos', '4 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Calefacción individual: Gas natural', 'Planta 7ª exterior', 'Con ascensor']",4 habitaciones,2 baños,25676293,Particular,MARIA,Anuncio actualizado el 22 de agosto,34639294706,https://www.idealista.com/inmueble/25676293/
37,105775496,Alquiler,Piso en calle Corazón de Jesús,Calle Corazón de Jesús,Javalí Nuevo,Pedanías Oeste,Murcia,"
Murcia, Murcia
",300€/mes,"5,00 €/m²","['60 m² construidos, 55 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'No dispone de calefacción', 'Bajo exterior', 'Sin ascensor']",1 habitación,1 baño,ALQUILER-161,Profesional,Puerto Soluciones,Anuncio actualizado el 23 de agosto,34868355335,https://www.idealista.com/inmueble/105775496/
38,105780497,Alquiler,Piso en calle Villa Cisneros,Calle Villa Cisneros,Zona Juan de Borbón,Norte,Murcia,"
Murcia, Murcia
",750€/mes,"8,43 €/m²","['89 m² construidos, 75 m² útiles', '2 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este, oeste', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 2ª exterior', 'Con ascensor']",2 habitaciones,1 baño,105780497,Profesional,VIVALI INMOBILIARIA,Anuncio actualizado el 21 de agosto,34868350078,https://www.idealista.com/inmueble/105780497/
39,94712462,Alquiler,Piso en Santa Eulalia,Barrio Santa Eulalia,Distrito Centro,Murcia,"Área de Murcia, Murcia",,840€/mes,"6,22 €/m²","['135 m² construidos, 130 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Orientación sur', 'Construido en 1980', 'Amueblado y cocina equipada', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']",4 habitaciones,2 baños,10956,Profesional,ALQUILOTUCASA MURCIA1,Anuncio actualizado el 21 de agosto,34868350971,https://www.idealista.com/inmueble/94712462/
40,105779693,Alquiler,"Estudio en avenida Rincón de Seca, 9","Avenida Rincón de Seca, 9",La Raya,Pedanías Oeste,Murcia,"
Murcia, Murcia
",500€/mes,"7,14 €/m²","['70 m² construidos, 50 m² útiles', 'Sin habitación', '1 baño', 'Segunda mano/buen estado', 'Orientación este, oeste', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Sin ascensor']",Sin habitación,1 baño,105779693,Particular,Jose,Anuncio actualizado el 23 de agosto,34662923716,https://www.idealista.com/inmueble/105779693/
41,104899467,Alquiler,Dúplex en calle Guadaluz,Calle Guadaluz,Guadalupe,Pedanías Oeste,Murcia,"
Murcia, Murcia
",1.100€/mes,"7,59 €/m²","['145 m² construidos, 140 m² útiles', '4 habitaciones', '3 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Amueblado y cocina equipada', 'Bajo exterior', 'Con ascensor']",4 habitaciones,3 baños,36120,Profesional,The Simple Rent,Anuncio actualizado el 21 de agosto,34868350665,https://www.idealista.com/inmueble/104899467/
42,94635188,Alquiler,"Piso en calle Nuestra Señora de los Buenos Libros, 4","Calle Nuestra Señora de los Buenos Libros, 4",Vista Alegre,Norte,Murcia,"
Murcia, Murcia
",950€/mes,"9,05 €/m²","['105 m² construidos, 80 m² útiles', '3 habitaciones', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Cocina equipada y casa sin amueblar', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,1 baño,94635188,,Fran Sanchez,Anuncio actualizado el 22 de agosto,34664250785,https://www.idealista.com/inmueble/94635188/
43,105773947,Alquiler,"Ático en Peñas Negras, 12","Peñas Negras, 12",Torreagüera,Pedanías Este,Murcia,"
Murcia, Murcia
",700€/mes,"5,47 €/m²","['128 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 2010', 'Cocina equipada y casa sin amueblar', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,105773947,Profesional,CITYSOL MURCIA,Anuncio actualizado el 22 de agosto,34868350130,https://www.idealista.com/inmueble/105773947/
44,105772433,Alquiler,Casa o chalet independiente en calle San Nicolás,Calle San Nicolás,La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",750€/mes,"6,00 €/m²","['Casa o chalet independiente', '1 planta', '125 m² construidos, 120 m² útiles', '3 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'No dispone de calefacción']",1 planta,"125 m² construidos, 120 m² útiles",ALQUILER-NICOLAS56,Profesional,Puerto Soluciones,Anuncio actualizado el 20 de agosto,34868355335,https://www.idealista.com/inmueble/105772433/
45,105768086,Alquiler,"Piso en calle Rosario, 102","Calle Rosario, 102",La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",840€/mes,"7,30 €/m²","['115 m² construidos, 104 m² útiles', '3 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Amueblado y cocina equipada', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,105768086,Particular,MIGUEL,Anuncio actualizado el 20 de agosto,34610056771,https://www.idealista.com/inmueble/105768086/
46,81824447,Alquiler,"Piso en calle Vistalegre, 46","Calle Vistalegre, 46",La Ñora,Pedanías Oeste,Murcia,"
Murcia, Murcia
",650€/mes,"8,67 €/m²","['75 m² construidos, 72 m² útiles', '2 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 2ª exterior', 'Con ascensor']",2 habitaciones,2 baños,81824447,,CARLOS,Anuncio actualizado el 19 de agosto,34647334387,https://www.idealista.com/inmueble/81824447/
47,105794857,Alquiler,"Piso en avenida Juan Carlos I, 35","Avenida Juan Carlos I, 35",Santa María de Gracia,Norte,Murcia,"
Murcia, Murcia
",1.200€/mes,"11,43 €/m²","['105 m² construidos, 90 m² útiles', '4 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 1ª exterior', 'Con ascensor']",4 habitaciones,2 baños,105794857,Particular,Antonio Manuel,Anuncio actualizado el 23 de agosto,34676895531,https://www.idealista.com/inmueble/105794857/
48,105705435,Alquiler,Piso en puerta de Orihuela,Puerta de Orihuela,San Juan,Centro,Murcia,"
Murcia, Murcia
",950€/mes,"10,56 €/m²","['90 m² construidos, 85 m² útiles', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Amueblado y cocina equipada', 'Calefacción individual: Eléctrica', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,2 baños,OA-PUERTORIHU,Profesional,CARLA VILLANUEVA,Anuncio actualizado el 16 de agosto,34868350074,https://www.idealista.com/inmueble/105705435/
